"","month","day","year","id","age","kg.meat","hours","datatype"
"58",5,19,1980,3080,56,0,5.2,1
"59",11,6,1981,3080,57,0,7.5,1
"60",11,7,1981,3080,57,0,5.2,1
"61",11,8,1981,3080,57,0,8,1
"62",11,10,1981,3080,57,3.93,9.1,1
"63",11,11,1981,3080,57,0,8,1
"64",11,12,1981,3080,57,41,3.9,1
"65",11,13,1981,3080,57,0,3.9,1
"66",8,15,1995,3089,69,4.96,NA,3
"67",8,28,1995,3089,69,4.87,NA,3
"68",6,15,1996,3089,70,0,NA,3
"69",10,21,1999,3103,71,0,NA,3
"70",10,22,1999,3103,71,0,NA,3
"71",10,23,1999,3103,71,0,NA,3
"72",10,24,1999,3103,71,7.8,NA,3
"73",12,17,1999,3103,71,9.82,NA,3
"74",12,18,1999,3103,71,9.82,NA,3
"75",12,26,1999,3103,71,8.74,NA,3
"76",12,29,1999,3103,71,0,NA,3
"77",12,30,1999,3103,71,0,NA,3
"78",12,31,1999,3103,71,0,NA,3
"79",1,1,2000,3103,72,8.74,NA,3
"80",1,2,2000,3103,72,0,NA,3
"81",2,5,2000,3103,72,5.02,NA,3
"82",2,10,2000,3103,72,0,NA,3
"83",2,11,2000,3103,72,0,NA,3
"84",2,12,2000,3103,72,0,NA,3
"85",5,9,2000,3103,72,0,NA,3
"86",5,10,2000,3103,72,8.74,NA,3
"87",5,11,2000,3103,72,4.87,NA,3
"88",6,29,2000,3103,72,0,NA,3
"89",6,30,2000,3103,72,4.87,NA,3
"90",7,1,2000,3103,72,0,NA,3
"91",7,16,2000,3103,72,0,NA,3
"92",7,17,2000,3103,72,4.96,NA,3
"93",7,18,2000,3103,72,9.82,NA,3
"94",7,19,2000,3103,72,0,NA,3
"95",7,20,2000,3103,72,0,NA,3
"96",7,21,2000,3103,72,0,NA,3
"97",10,7,2000,3103,72,0,NA,3
"98",10,8,2000,3103,72,0,NA,3
"99",10,9,2000,3103,72,0,NA,3
"100",10,10,2000,3103,72,4.96,NA,3
"101",10,11,2000,3103,72,0,NA,3
"102",10,12,2000,3103,72,0,NA,3
"103",10,13,2000,3103,72,0,NA,3
"104",10,14,2000,3103,72,0,NA,3
"105",10,15,2000,3103,72,0,NA,3
"106",1,29,2001,3103,71,0,NA,3
"107",1,30,2001,3103,71,0,NA,3
"108",1,31,2001,3103,71,0,NA,3
"109",2,1,2001,3103,71,0,NA,3
"110",2,14,2004,3103,74,0,NA,3
"111",2,18,2005,3103,75,0,NA,3
"112",4,25,1980,3104,50,2,6.7,1
"113",4,26,1980,3104,50,0,9,1
"114",4,28,1980,3104,50,0,8.5,1
"115",4,29,1980,3104,50,0,6,1
"116",4,30,1980,3104,50,0,7,1
"117",5,2,1980,3104,50,2.4,6.8,1
"118",10,21,1997,3106,67,5.35,7.1,1
"119",10,22,1997,3106,67,3.8,8.9,1
"120",10,23,1997,3106,67,4.9,8.6,1
"121",8,25,2000,3106,70,4.5,NA,3
"122",9,21,2000,3106,70,4.5,NA,3
"123",11,30,2000,3106,70,5.4,NA,3
"124",12,7,2000,3106,70,4.5,NA,3
"125",1,22,2001,3106,71,0,NA,3
"126",1,23,2001,3106,71,0,NA,3
"127",4,19,2001,3106,71,0,NA,3
"128",5,11,2001,3106,71,4.5,NA,3
"129",5,21,2001,3106,71,4.5,NA,3
"130",5,22,2001,3106,71,0,NA,3
"131",5,23,2001,3106,71,0,NA,3
"132",5,24,2001,3106,71,12,NA,3
"133",5,25,2001,3106,71,4.5,NA,3
"134",8,11,2001,3106,71,0,NA,3
"135",4,10,2004,3106,74,0,NA,3
"136",9,21,2000,3107,70,4.5,NA,3
"137",10,3,2000,3107,70,0,NA,3
"138",10,12,2000,3107,70,4,NA,3
"139",11,18,2000,3107,70,4.5,NA,3
"140",2,12,2001,3107,71,5.4,NA,3
"141",3,22,2001,3107,71,4.5,NA,3
"142",11,2,2001,3107,71,0,NA,3
"143",11,19,2001,3107,71,4.5,NA,3
"144",11,27,2001,3107,71,4.5,NA,3
"145",12,10,2001,3107,71,4.5,NA,3
"146",4,25,1980,3114,48,0,6.7,1
"147",4,26,1980,3114,48,13.5,9,1
"148",4,28,1980,3114,48,0,8.5,1
"149",4,29,1980,3114,48,0,6,1
"150",4,30,1980,3114,48,0,7,1
"151",5,2,1980,3114,48,0,6.8,1
"152",7,5,1980,3114,48,2.2,7.1,1
"153",7,6,1980,3114,48,0,9.8,1
"154",7,7,1980,3114,48,2.2,8,1
"155",7,8,1980,3114,48,0,3.9,1
"156",7,13,1980,3114,48,14.36,8,1
"157",11,6,1981,3114,49,1.5,8.1,1
"158",11,7,1981,3114,49,0,5.2,1
"159",11,8,1981,3114,49,0,7.2,1
"160",11,10,1981,3114,49,6.23,10.5,1
"161",11,11,1981,3114,49,4.2,7.4,1
"162",11,12,1981,3114,49,2,6.9,1
"163",11,13,1981,3114,49,0,6.9,1
"164",4,18,1982,3114,50,0,6.7,1
"165",4,19,1982,3114,50,0,5.3,1
"166",4,20,1982,3114,50,0,8,1
"167",4,22,1982,3114,50,0,2.1,1
"168",4,23,1982,3114,50,4.3,9,1
"169",4,24,1982,3114,50,7.4,9.4,1
"170",4,25,1982,3114,50,6.41,7.7,1
"171",4,26,1982,3114,50,0,7.1,1
"172",1,10,1985,3114,53,0,10,1
"173",1,12,1985,3114,53,5.1,9.2,1
"174",1,13,1985,3114,53,5,6.7,1
"175",1,14,1985,3114,53,5.4,9.1,1
"176",7,19,1994,3114,62,3.93,7,1
"177",7,20,1994,3114,62,0,8,1
"178",7,21,1994,3114,62,10.4,5.18,1
"179",8,5,1994,3114,62,0,2,1
"180",7,10,1995,3114,63,4.96,NA,3
"181",7,24,1995,3114,63,0,NA,3
"182",7,25,1995,3114,63,4.87,NA,3
"183",7,27,1995,3114,63,2.87,NA,3
"184",8,2,1995,3114,63,13.53,NA,3
"185",8,15,1995,3114,63,4.87,NA,3
"186",8,20,1995,3114,63,4.96,NA,3
"187",8,23,1995,3114,63,4.25,NA,3
"188",9,10,1995,3114,63,13.29,NA,3
"189",9,11,1995,3114,63,0,NA,3
"190",9,12,1995,3114,63,0,NA,3
"191",9,13,1995,3114,63,4.87,NA,3
"192",9,14,1995,3114,63,0,NA,3
"193",9,15,1995,3114,63,4.96,NA,3
"194",10,4,1995,3114,63,4.96,NA,3
"195",10,5,1995,3114,63,7.5,NA,3
"196",10,6,1995,3114,63,2.75,NA,3
"197",10,7,1995,3114,63,0,NA,3
"198",10,8,1995,3114,63,0,NA,3
"199",10,9,1995,3114,63,7.5,NA,3
"200",10,10,1995,3114,63,0,NA,3
"201",10,11,1995,3114,63,0,NA,3
"202",10,31,1995,3114,63,0,NA,3
"203",11,1,1995,3114,63,0,NA,3
"204",11,2,1995,3114,63,0,NA,3
"205",11,3,1995,3114,63,0,NA,3
"206",11,4,1995,3114,63,0,NA,3
"207",11,5,1995,3114,63,0,NA,3
"208",12,16,1995,3114,63,2.75,NA,3
"209",12,17,1995,3114,63,7.5,NA,3
"210",1,9,1996,3114,64,0,NA,3
"211",1,10,1996,3114,64,7.5,NA,3
"212",1,11,1996,3114,64,0,NA,3
"213",1,12,1996,3114,64,0,NA,3
"214",1,13,1996,3114,64,0,NA,3
"215",1,14,1996,3114,64,0,NA,3
"216",1,15,1996,3114,64,0,NA,3
"217",1,16,1996,3114,64,0,NA,3
"218",2,8,1996,3114,64,4.87,NA,3
"219",2,9,1996,3114,64,0,NA,3
"220",2,10,1996,3114,64,4.96,NA,3
"221",2,11,1996,3114,64,0,NA,3
"222",2,12,1996,3114,64,7.5,NA,3
"223",2,13,1996,3114,64,0,NA,3
"224",2,26,1996,3114,64,9.74,NA,3
"225",3,10,1996,3114,64,0,NA,3
"226",3,11,1996,3114,64,4.87,NA,3
"227",3,24,1996,3114,64,0,NA,3
"228",3,25,1996,3114,64,7.72,NA,3
"229",4,1,1996,3114,64,0,NA,3
"230",4,2,1996,3114,64,7.5,NA,3
"231",4,3,1996,3114,64,0,NA,3
"232",4,10,1996,3114,64,3.71,NA,3
"233",4,17,1996,3114,64,4.96,NA,3
"234",4,18,1996,3114,64,4.96,NA,3
"235",4,19,1996,3114,64,4.87,NA,3
"236",4,20,1996,3114,64,0,NA,3
"237",4,21,1996,3114,64,7.5,NA,3
"238",5,9,1996,3114,64,0,NA,3
"239",5,10,1996,3114,64,10.37,NA,3
"240",5,11,1996,3114,64,0,NA,3
"241",5,12,1996,3114,64,0,NA,3
"242",5,13,1996,3114,64,0,NA,3
"243",5,14,1996,3114,64,0,NA,3
"244",5,15,1996,3114,64,9.82,NA,3
"245",5,16,1996,3114,64,12.37,NA,3
"246",5,17,1996,3114,64,0,NA,3
"247",5,18,1996,3114,64,0,NA,3
"248",5,19,1996,3114,64,0,NA,3
"249",6,11,1996,3114,64,0,NA,3
"250",6,12,1996,3114,64,4.96,NA,3
"251",6,13,1996,3114,64,0,NA,3
"252",6,14,1996,3114,64,0,NA,3
"253",6,15,1996,3114,64,4.87,NA,3
"254",6,25,1996,3114,64,4.96,NA,3
"255",6,26,1996,3114,64,4.87,NA,3
"256",6,27,1996,3114,64,0,NA,3
"257",7,3,1996,3114,64,0,NA,3
"258",7,4,1996,3114,64,7.5,NA,3
"259",7,5,1996,3114,64,0,NA,3
"260",7,6,1996,3114,64,0,NA,3
"261",7,19,1996,3114,64,0,NA,3
"262",7,20,1996,3114,64,0,NA,3
"263",7,21,1996,3114,64,0,NA,3
"264",7,22,1996,3114,64,0,NA,3
"265",10,11,1996,3114,64,0,NA,1.1
"266",10,12,1996,3114,64,8.1,NA,1.1
"267",10,13,1996,3114,64,0,NA,1.1
"268",10,15,1996,3114,64,0,NA,3
"269",10,16,1996,3114,64,12.64,NA,3
"270",10,17,1996,3114,64,0,NA,3
"271",10,18,1996,3114,64,2.75,NA,3
"272",10,27,1996,3114,64,4.87,NA,3
"273",10,29,1996,3114,64,4.87,NA,3
"274",11,5,1996,3114,64,0,NA,3
"275",11,6,1996,3114,64,0,NA,3
"276",11,7,1996,3114,64,4.87,NA,3
"277",11,8,1996,3114,64,0,NA,3
"278",11,24,1996,3114,64,4.87,NA,3
"279",11,25,1996,3114,64,0,NA,3
"280",11,26,1996,3114,64,7.5,NA,3
"281",11,27,1996,3114,64,7.5,NA,3
"282",12,1,1996,3114,64,4.87,NA,3
"283",12,8,1996,3114,64,4.87,NA,3
"284",12,13,1996,3114,64,4.96,NA,3
"285",12,30,1996,3114,64,0,NA,3
"286",12,31,1996,3114,64,4.96,NA,3
"287",2,8,1997,3114,65,6.67,NA,3
"288",2,9,1997,3114,65,4.96,NA,3
"289",2,10,1997,3114,65,0,NA,3
"290",2,11,1997,3114,65,6,NA,3
"291",6,17,1997,3114,65,8.74,NA,3
"292",6,18,1997,3114,65,0,NA,3
"293",6,19,1997,3114,65,4.87,NA,3
"294",6,20,1997,3114,65,0,NA,3
"295",6,21,1997,3114,65,1.2,NA,3
"296",6,22,1997,3114,65,2.85,NA,3
"297",6,24,1997,3114,65,2.85,NA,3
"298",7,7,1997,3114,65,0,NA,3
"299",7,9,1997,3114,65,0,NA,3
"300",7,10,1997,3114,65,4.87,NA,3
"301",7,11,1997,3114,65,4.87,NA,3
"302",7,13,1997,3114,65,0,NA,3
"303",7,17,1997,3114,65,4.87,NA,3
"304",7,18,1997,3114,65,9.82,NA,3
"305",7,19,1997,3114,65,4.87,NA,3
"306",7,20,1997,3114,65,0,NA,3
"307",7,21,1997,3114,65,4.96,NA,3
"308",7,22,1997,3114,65,0,NA,3
"309",8,18,1997,3114,65,0,6.8,1
"310",8,19,1997,3114,65,4.1,6.3,1
"311",9,10,1997,3114,65,2.75,NA,3
"312",9,11,1997,3114,65,0,NA,3
"313",9,12,1997,3114,65,4.87,NA,3
"314",9,13,1997,3114,65,0,NA,3
"315",10,13,1997,3114,65,6,NA,3
"316",11,4,1997,3114,65,2.85,NA,3
"317",11,20,1997,3114,65,8.74,NA,3
"318",11,21,1997,3114,65,0,NA,3
"319",11,22,1997,3114,65,0,NA,3
"320",11,23,1997,3114,65,0,NA,3
"321",11,25,1997,3114,65,0,NA,3
"322",11,26,1997,3114,65,0,NA,3
"323",11,27,1997,3114,65,0,NA,3
"324",12,20,1997,3114,65,0,NA,3
"325",12,24,1997,3114,65,6.29,NA,3
"326",12,27,1997,3114,65,0,6.9,1
"327",12,28,1997,3114,65,0.15,10.5,1
"328",12,29,1997,3114,65,0,5.9,1
"329",12,30,1997,3114,65,0,5.2,1
"330",1,16,1998,3114,66,4.87,NA,3
"331",1,17,1998,3114,66,4.96,NA,3
"332",1,22,1998,3114,66,2.6,NA,3
"333",1,23,1998,3114,66,0,NA,3
"334",1,25,1998,3114,66,7.8,NA,3
"335",1,26,1998,3114,66,0,NA,3
"336",2,12,1998,3114,66,0,NA,3
"337",2,13,1998,3114,66,2.85,NA,3
"338",2,14,1998,3114,66,2.85,NA,3
"339",2,15,1998,3114,66,0,NA,3
"340",2,16,1998,3114,66,7.8,NA,3
"341",3,19,1998,3114,66,0,NA,3
"342",3,20,1998,3114,66,0,NA,3
"343",3,21,1998,3114,66,0,NA,3
"344",3,22,1998,3114,66,7.8,NA,3
"345",3,23,1998,3114,66,4.87,NA,3
"346",3,24,1998,3114,66,0,NA,3
"347",3,25,1998,3114,66,4.87,NA,3
"348",3,26,1998,3114,66,8.02,NA,3
"349",3,27,1998,3114,66,4.96,NA,3
"350",3,28,1998,3114,66,4.87,NA,3
"351",3,29,1998,3114,66,4.96,NA,3
"352",4,4,1998,3114,66,9.82,NA,3
"353",4,27,1998,3114,66,0,NA,3
"354",4,28,1998,3114,66,0,2.15,1
"355",4,29,1998,3114,66,0,4.53,1
"356",4,30,1998,3114,66,5.3,6.92,1
"357",5,1,1998,3114,66,0,NA,3
"358",5,13,1998,3114,66,0,NA,3
"359",6,1,1998,3114,66,0,NA,3
"360",6,2,1998,3114,66,0,NA,3
"361",6,3,1998,3114,66,0,NA,3
"362",6,4,1998,3114,66,4.87,NA,3
"363",6,5,1998,3114,66,0,NA,3
"364",6,6,1998,3114,66,9.82,NA,3
"365",6,7,1998,3114,66,0,NA,3
"366",6,8,1998,3114,66,0,NA,3
"367",6,13,1998,3114,66,8.74,NA,3
"368",6,29,1998,3114,66,0,NA,3
"369",6,30,1998,3114,66,4.87,NA,3
"370",7,1,1998,3114,66,4.87,NA,3
"371",7,2,1998,3114,66,5.62,NA,3
"372",7,3,1998,3114,66,0,NA,3
"373",7,4,1998,3114,66,8.71,NA,3
"374",7,14,1998,3114,66,10.96,NA,3
"375",7,15,1998,3114,66,9.91,NA,3
"376",7,16,1998,3114,66,0,NA,3
"377",7,17,1998,3114,66,4.96,NA,3
"378",7,18,1998,3114,66,0,NA,3
"379",7,19,1998,3114,66,0,NA,3
"380",7,20,1998,3114,66,12.5,NA,3
"381",7,21,1998,3114,66,4.96,NA,3
"382",7,22,1998,3114,66,5.62,NA,3
"383",7,23,1998,3114,66,4.96,NA,3
"384",7,24,1998,3114,66,0,NA,3
"385",8,21,1998,3114,66,0,NA,3
"386",8,22,1998,3114,66,0,NA,3
"387",8,23,1998,3114,66,0,NA,3
"388",8,24,1998,3114,66,4.96,NA,3
"389",9,2,1998,3114,66,2.15,NA,3
"390",9,3,1998,3114,66,4.87,NA,3
"391",9,4,1998,3114,66,0,NA,3
"392",9,12,1998,3114,66,7.71,NA,3
"393",9,17,1998,3114,66,4.96,NA,3
"394",9,18,1998,3114,66,2.75,NA,3
"395",9,21,1998,3114,66,0,NA,3
"396",9,22,1998,3114,66,0,NA,3
"397",10,1,1998,3114,66,2.85,NA,3
"398",10,9,1998,3114,66,0,NA,3
"399",6,2,1999,3114,67,4.96,NA,3
"400",6,3,1999,3114,67,0,NA,3
"401",6,4,1999,3114,67,4.96,NA,3
"402",6,5,1999,3114,67,4.96,NA,3
"403",6,6,1999,3114,67,4.87,NA,3
"404",6,7,1999,3114,67,7.8,NA,3
"405",6,18,1999,3114,67,0,NA,3
"406",6,19,1999,3114,67,2.85,NA,3
"407",6,20,1999,3114,67,0,NA,3
"408",6,21,1999,3114,67,1.6,NA,3
"409",6,22,1999,3114,67,0,NA,3
"410",6,23,1999,3114,67,4.87,NA,3
"411",7,28,1999,3114,67,4.96,NA,3
"412",7,29,1999,3114,67,0,NA,3
"413",7,30,1999,3114,67,0,NA,3
"414",7,31,1999,3114,67,7.8,NA,3
"415",8,1,1999,3114,67,0,NA,3
"416",8,7,1999,3114,67,4.87,NA,3
"417",8,8,1999,3114,67,4.87,NA,3
"418",8,9,1999,3114,67,0,NA,3
"419",8,18,1999,3114,67,0,NA,3
"420",8,19,1999,3114,67,4.96,NA,3
"421",8,20,1999,3114,67,0,NA,3
"422",8,21,1999,3114,67,4.87,NA,3
"423",8,22,1999,3114,67,13.69,NA,3
"424",8,31,1999,3114,67,3.85,NA,3
"425",9,17,1999,3114,67,0,NA,3
"426",9,18,1999,3114,67,4.96,NA,3
"427",9,19,1999,3114,67,4.96,NA,3
"428",9,20,1999,3114,67,0,NA,3
"429",10,10,1999,3114,67,13.76,NA,3
"430",10,14,1999,3114,67,4.96,NA,3
"431",10,15,1999,3114,67,4.87,NA,3
"432",10,18,1999,3114,67,2.75,NA,3
"433",10,19,1999,3114,67,0,NA,3
"434",10,20,1999,3114,67,8.74,NA,3
"435",10,21,1999,3114,67,0,NA,3
"436",10,22,1999,3114,67,7.8,NA,3
"437",10,23,1999,3114,67,4.96,NA,3
"438",10,31,1999,3114,67,0,NA,3
"439",11,1,1999,3114,67,0,NA,3
"440",11,2,1999,3114,67,0,NA,3
"441",11,3,1999,3114,67,0,NA,3
"442",11,4,1999,3114,67,0,NA,3
"443",11,5,1999,3114,67,4.87,NA,3
"444",11,6,1999,3114,67,2.75,NA,3
"445",11,23,1999,3114,67,0,NA,3
"446",11,24,1999,3114,67,0,NA,3
"447",11,25,1999,3114,67,0,NA,3
"448",11,26,1999,3114,67,8.74,NA,3
"449",11,27,1999,3114,67,0,NA,3
"450",11,28,1999,3114,67,0,NA,3
"451",11,29,1999,3114,67,0,NA,3
"452",11,30,1999,3114,67,4.87,NA,3
"453",12,1,1999,3114,67,0,NA,3
"454",12,2,1999,3114,67,4.96,NA,3
"455",12,3,1999,3114,67,0,NA,3
"456",12,4,1999,3114,67,2.75,NA,3
"457",12,5,1999,3114,67,2.3,NA,3
"458",1,26,2000,3114,68,5.14,NA,3
"459",1,27,2000,3114,68,0,NA,3
"460",1,28,2000,3114,68,0,NA,3
"461",2,2,2000,3114,68,8.74,NA,3
"462",2,3,2000,3114,68,4.96,NA,3
"463",2,4,2000,3114,68,0,NA,3
"464",2,7,2000,3114,68,0,NA,3
"465",3,2,2000,3114,68,0,NA,3
"466",3,3,2000,3114,68,0,NA,3
"467",3,4,2000,3114,68,0,NA,3
"468",3,5,2000,3114,68,0,NA,3
"469",3,6,2000,3114,68,0,NA,3
"470",3,7,2000,3114,68,0,NA,3
"471",4,5,2000,3114,68,10.03,NA,3
"472",4,14,2000,3114,68,7.8,NA,3
"473",5,12,2000,3114,68,0,NA,3
"474",5,14,2000,3114,68,4.87,NA,3
"475",5,15,2000,3114,68,3.5,NA,3
"476",5,16,2000,3114,68,0,NA,3
"477",5,17,2000,3114,68,4.96,NA,3
"478",5,18,2000,3114,68,0,NA,3
"479",5,19,2000,3114,68,4.87,NA,3
"480",5,20,2000,3114,68,0,NA,3
"481",5,21,2000,3114,68,0,NA,3
"482",5,22,2000,3114,68,0,NA,3
"483",8,1,2000,3114,68,0,NA,3
"484",8,2,2000,3114,68,0,NA,3
"485",8,7,2000,3114,68,0,NA,3
"486",8,8,2000,3114,68,0,NA,3
"487",8,9,2000,3114,68,0,NA,3
"488",8,10,2000,3114,68,0,NA,3
"489",8,11,2000,3114,68,2.85,NA,3
"490",8,12,2000,3114,68,0,NA,3
"491",8,13,2000,3114,68,0,NA,3
"492",8,14,2000,3114,68,0,NA,3
"493",8,15,2000,3114,68,0,NA,3
"494",8,16,2000,3114,68,0,NA,3
"495",8,17,2000,3114,68,0,NA,3
"496",8,30,2000,3114,68,0,NA,3
"497",8,31,2000,3114,68,0,NA,3
"498",9,2,2000,3114,68,0,NA,3
"499",9,3,2000,3114,68,0,NA,3
"500",9,4,2000,3114,68,7.8,NA,3
"501",9,5,2000,3114,68,2.75,NA,3
"502",9,6,2000,3114,68,4.87,NA,3
"503",9,7,2000,3114,68,0,NA,3
"504",9,25,2000,3114,68,0,NA,3
"505",9,26,2000,3114,68,4.87,NA,3
"506",9,27,2000,3114,68,0,NA,3
"507",9,28,2000,3114,68,0,NA,3
"508",9,29,2000,3114,68,0,NA,3
"509",9,30,2000,3114,68,0,NA,3
"510",10,1,2000,3114,68,2.75,NA,3
"511",10,2,2000,3114,68,2.75,NA,3
"512",10,3,2000,3114,68,0,NA,3
"513",10,6,2000,3114,68,0,NA,3
"514",10,7,2000,3114,68,1.43,NA,3
"515",10,8,2000,3114,68,8.74,NA,3
"516",10,9,2000,3114,68,8.74,NA,3
"517",10,21,2000,3114,68,0,NA,3
"518",10,22,2000,3114,68,0,NA,3
"519",10,23,2000,3114,68,8.74,NA,3
"520",10,24,2000,3114,68,0,NA,3
"521",10,25,2000,3114,68,2.75,NA,3
"522",10,26,2000,3114,68,4.96,NA,3
"523",10,27,2000,3114,68,0,NA,3
"524",12,9,2000,3114,68,0,NA,3
"525",12,10,2000,3114,68,0,NA,3
"526",12,11,2000,3114,68,3.71,NA,3
"527",12,12,2000,3114,68,4.96,NA,3
"528",12,13,2000,3114,68,4.87,NA,3
"529",12,14,2000,3114,68,4.87,NA,3
"530",12,15,2000,3114,68,4.87,NA,3
"531",12,16,2000,3114,68,7.8,NA,3
"532",12,17,2000,3114,68,2.85,NA,3
"533",12,18,2000,3114,68,0,NA,3
"534",12,19,2000,3114,68,4.25,NA,3
"535",12,20,2000,3114,68,3.71,NA,3
"536",12,27,2000,3114,68,0,NA,3
"537",12,28,2000,3114,68,0,NA,3
"538",12,29,2000,3114,68,0,NA,3
"539",12,30,2000,3114,68,0,NA,3
"540",1,9,2001,3114,69,4.87,NA,3
"541",1,10,2001,3114,69,7.8,NA,3
"542",1,11,2001,3114,69,0,NA,3
"543",1,12,2001,3114,69,0,NA,3
"544",1,18,2001,3114,69,0,NA,3
"545",1,19,2001,3114,69,0,NA,3
"546",1,20,2001,3114,69,0,NA,3
"547",3,9,2001,3114,69,0,NA,3
"548",3,10,2001,3114,69,0,NA,3
"549",3,15,2001,3114,69,0,NA,3
"550",3,16,2001,3114,69,0,NA,3
"551",3,17,2001,3114,69,0,NA,3
"552",3,18,2001,3114,69,0,NA,3
"553",3,19,2001,3114,69,4.87,NA,3
"554",3,20,2001,3114,69,0,NA,3
"555",3,21,2001,3114,69,0,NA,3
"556",3,22,2001,3114,69,0,NA,3
"557",4,4,2001,3114,69,0,NA,3
"558",4,5,2001,3114,69,0,NA,3
"559",4,8,2001,3114,69,0,NA,3
"560",4,9,2001,3114,69,8.74,NA,3
"561",4,10,2001,3114,69,0,NA,3
"562",4,11,2001,3114,69,0,NA,3
"563",4,12,2001,3114,69,0,NA,3
"564",4,27,2001,3114,69,0,NA,3
"565",4,28,2001,3114,69,7.8,NA,3
"566",5,30,2001,3114,69,0,NA,3
"567",5,31,2001,3114,69,8.74,NA,3
"568",6,1,2001,3114,69,0,NA,3
"569",6,2,2001,3114,69,8.74,NA,3
"570",6,13,2001,3114,69,0,NA,3
"571",6,15,2001,3114,69,0,NA,3
"572",6,16,2001,3114,69,0,NA,3
"573",6,17,2001,3114,69,0,NA,3
"574",6,18,2001,3114,69,0,NA,3
"575",6,19,2001,3114,69,0,NA,3
"576",6,20,2001,3114,69,0,NA,3
"577",6,21,2001,3114,69,4.87,NA,3
"578",6,22,2001,3114,69,0,NA,3
"579",6,23,2001,3114,69,0,NA,3
"580",6,24,2001,3114,69,4.87,NA,3
"581",6,25,2001,3114,69,0,NA,3
"582",6,26,2001,3114,69,0,NA,3
"583",6,27,2001,3114,69,0,NA,3
"584",6,28,2001,3114,69,0,NA,3
"585",6,29,2001,3114,69,7.8,NA,3
"586",7,28,2001,3114,69,0,NA,3
"587",7,29,2001,3114,69,0,NA,3
"588",7,30,2001,3114,69,4.87,NA,3
"589",7,31,2001,3114,69,0,NA,3
"590",8,1,2001,3114,69,0,NA,3
"591",8,2,2001,3114,69,0,NA,3
"592",8,22,2001,3114,69,0,NA,3
"593",9,4,2001,3114,69,0,NA,3
"594",9,5,2001,3114,69,0,NA,3
"595",9,6,2001,3114,69,8.74,NA,3
"596",9,7,2001,3114,69,0,NA,3
"597",9,19,2001,3114,69,0,NA,3
"598",9,20,2001,3114,69,0,NA,3
"599",9,21,2001,3114,69,0,NA,3
"600",9,22,2001,3114,69,0,NA,3
"601",9,23,2001,3114,69,0,NA,3
"602",9,24,2001,3114,69,0,NA,3
"603",9,25,2001,3114,69,0,NA,3
"604",9,26,2001,3114,69,0,NA,3
"605",9,27,2001,3114,69,0,NA,3
"606",9,28,2001,3114,69,0,NA,3
"607",9,29,2001,3114,69,0,NA,3
"608",11,24,2001,3114,69,0,NA,3
"609",11,25,2001,3114,69,0,NA,3
